,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
13376,13293,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13377,13294,94,HighSeason,[4-7],Standard,[260-360],[5-inf],True
13378,13295,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13379,13296,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13380,13297,114,HighSeason,[8-inf],Standard,[160-260],[2-2],True
13381,13298,319,HighSeason,[0-1],Nonref,[160-260],[2-2],True
13382,13299,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13383,13300,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13384,13301,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13385,13302,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13386,13303,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13387,13304,237,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
13388,13305,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13389,13306,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13390,13307,157,HighSeason,[4-7],Nonref,[260-360],[3-4],True
13391,13308,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13392,13309,329,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
13393,13310,336,HighSeason,[2-3],Standard,[260-360],[2-2],True
13394,13311,624,HighSeason,[2-3],Nonref,[0-160],[1-1],False
13395,13312,333,HighSeason,[0-1],Nonref,[260-360],[3-4],True
13396,13313,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13397,13314,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13398,13315,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13399,13316,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13400,13317,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13401,5591,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13402,13319,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13403,13320,218,HighSeason,[4-7],Standard,[160-260],[3-4],False
13404,13321,284,HighSeason,[2-3],Standard,[260-360],[3-4],False
13405,13275,343,HighSeason,[0-1],Standard,[160-260],[5-inf],True
13406,13322,95,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
13407,13323,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13408,13324,719,HighSeason,[0-1],Standard,[260-360],[2-2],True
13409,13325,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13410,13326,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13411,13327,217,HighSeason,[4-7],Nonref,[160-260],[3-4],False
13412,13328,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13413,13329,336,HighSeason,[2-3],Standard,[260-360],[2-2],True
13414,13330,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13415,13331,631,HighSeason,[2-3],Nonref,[260-360],[2-2],False
13416,13332,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13417,13333,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13418,2927,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13419,13335,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13420,13336,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13421,13337,208,HighSeason,[2-3],Standard,[260-360],[3-4],True
13422,13338,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13423,13339,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13424,13340,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13425,13341,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13426,12653,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13427,13342,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13428,13343,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13429,13344,112,HighSeason,[4-7],Standard,[260-360],[2-2],True
13430,13345,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
13431,13346,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13432,9684,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
13433,13347,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13434,13348,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13435,7983,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13436,13349,95,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
13437,13350,208,HighSeason,[2-3],Standard,[260-360],[3-4],True
13438,13351,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13439,13352,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13440,13353,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13441,8823,217,HighSeason,[4-7],Nonref,[160-260],[3-4],False
13442,13354,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13443,13355,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13444,8021,333,HighSeason,[0-1],Nonref,[260-360],[3-4],True
13445,13356,267,HighSeason,[4-7],Standard,[160-260],[2-2],False
13446,13357,112,HighSeason,[4-7],Standard,[260-360],[2-2],True
13447,13358,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13448,13359,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13449,13360,90,HighSeason,[2-3],Nonref,[0-160],[2-2],True
13450,13361,162,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13451,13362,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13452,13364,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13453,13365,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13454,13367,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13455,13368,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13456,13369,162,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13457,13370,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13458,13371,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13459,13372,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13460,13373,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13461,13374,358,HighSeason,[2-3],Standard,[160-260],[1-1],False
13462,13375,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13463,9853,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13464,7373,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13465,13376,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13466,12286,323,HighSeason,[0-1],Standard,[160-260],[2-2],False
13467,13377,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13468,13378,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13469,13379,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13470,13380,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13471,13381,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13472,13382,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13473,13383,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13474,12286,627,HighSeason,[0-1],Standard,[160-260],[1-1],True
13475,13385,353,HighSeason,[0-1],Standard,[260-360],[5-inf],True
13476,13386,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13477,13387,72,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
13478,13388,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13479,13389,78,HighSeason,[4-7],Nonref,[0-160],[2-2],True
13480,11843,199,HighSeason,[2-3],Standard,[260-360],[5-inf],False
13481,13390,241,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13482,13392,342,HighSeason,[2-3],Nonref,[160-260],[1-1],True
13483,13393,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13484,13394,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13485,13395,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13486,13396,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13487,13398,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13488,13399,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13489,13400,114,HighSeason,[8-inf],Standard,[160-260],[2-2],True
13490,13401,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13491,13402,281,HighSeason,[2-3],Nonref,[160-260],[3-4],False
13492,13403,335,HighSeason,[0-1],Nonref,[260-360],[3-4],False
13493,13404,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
13494,13405,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13495,13406,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13496,13407,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13497,13408,208,HighSeason,[2-3],Standard,[260-360],[3-4],True
13498,13409,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13499,13410,720,HighSeason,[2-3],Standard,[260-360],[1-1],True
13500,9236,324,HighSeason,[0-1],Nonref,[160-260],[2-2],False
13501,13411,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13502,13412,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13503,13413,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13504,13414,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13505,13415,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13506,13416,342,HighSeason,[2-3],Nonref,[160-260],[1-1],True
13507,13417,343,HighSeason,[0-1],Standard,[160-260],[5-inf],True
13508,13418,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13509,3460,629,HighSeason,[0-1],Standard,[260-360],[3-4],False
13510,13419,632,HighSeason,[0-1],Standard,[260-360],[3-4],True
13511,13420,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13512,13421,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13513,12653,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
13514,13422,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13515,13423,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13516,13424,112,HighSeason,[4-7],Standard,[260-360],[2-2],True
13517,13425,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13518,13426,218,HighSeason,[4-7],Standard,[160-260],[3-4],False
13519,13427,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13520,13428,196,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
13521,13429,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13522,13430,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13523,13431,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13524,13432,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13525,13434,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13526,13435,239,HighSeason,[4-7],Standard,[260-360],[3-4],False
13527,13436,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13528,13437,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
13529,13438,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13530,13439,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13531,13440,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13532,13441,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13533,13442,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13534,13443,721,HighSeason,[2-3],Standard,[360-500],[3-4],True
13535,13444,632,HighSeason,[0-1],Standard,[260-360],[3-4],True
13536,706,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13537,706,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13538,13445,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13539,13446,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13540,13447,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13541,13448,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
13542,13449,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13543,13450,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13544,13451,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13545,13452,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13546,13453,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13547,13454,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13548,13455,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13549,13456,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13550,13457,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13551,13458,627,HighSeason,[0-1],Standard,[160-260],[1-1],True
13552,13459,152,LowSeason,[2-3],Standard,[160-260],[3-4],True
13553,13460,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13554,13461,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13555,13462,360,LowSeason,[2-3],Standard,[160-260],[1-1],True
13556,13463,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13557,13464,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13558,13465,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13559,13439,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13560,13466,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13561,13468,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13562,13469,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13563,13470,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13564,13471,152,LowSeason,[2-3],Standard,[160-260],[3-4],True
13565,13472,343,HighSeason,[0-1],Standard,[160-260],[5-inf],True
13566,13473,174,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13567,6011,319,HighSeason,[0-1],Nonref,[160-260],[2-2],True
13568,13474,239,HighSeason,[4-7],Standard,[260-360],[3-4],False
13569,13475,323,HighSeason,[0-1],Standard,[160-260],[2-2],False
13570,13476,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13571,13477,94,HighSeason,[4-7],Standard,[260-360],[5-inf],True
13572,11196,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13573,13478,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13574,12266,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13575,13479,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13576,10099,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13577,5693,621,HighSeason,[0-1],Nonref,[260-360],[2-2],True
13578,13480,284,HighSeason,[2-3],Standard,[260-360],[3-4],False
13579,10789,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13580,13482,174,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13581,13451,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13582,13483,327,HighSeason,[0-1],Nonref,[160-260],[1-1],True
13583,13484,62,HighSeason,[4-7],Standard,[0-160],[2-2],True
13584,706,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13585,13485,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13586,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13587,13486,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
13588,13487,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13589,13488,347,HighSeason,[4-7],Nonref,[260-360],[5-inf],False
13590,13489,247,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
13591,13491,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13592,13492,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13593,13493,162,HighSeason,[2-3],Nonref,[160-260],[2-2],False
13594,13494,722,HighSeason,[4-7],Nonref,[260-360],[2-2],False
13595,13495,281,HighSeason,[2-3],Nonref,[160-260],[3-4],False
13596,13496,237,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
13597,13497,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13598,13499,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13599,13500,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13600,13501,94,HighSeason,[4-7],Standard,[260-360],[5-inf],True
13601,13502,266,HighSeason,[4-7],Nonref,[260-360],[2-2],True
13602,13504,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13603,13505,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13604,13506,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13605,13507,324,HighSeason,[0-1],Nonref,[160-260],[2-2],False
13606,13508,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13607,13509,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13608,9605,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13609,13510,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13610,1913,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13611,10789,723,HighSeason,[8-inf],Standard,[160-260],[1-1],True
13612,13511,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13613,13512,218,HighSeason,[4-7],Standard,[160-260],[3-4],False
13614,13513,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13615,13514,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13616,13515,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13617,10222,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13618,7530,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13619,1024,344,HighSeason,[2-3],Standard,[0-160],[2-2],False
13620,13516,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13621,13517,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13622,13518,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13623,13519,338,HighSeason,[0-1],Standard,[260-360],[5-inf],False
13624,13520,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13625,3391,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13626,13521,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13627,13522,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13628,13523,303,HighSeason,[0-1],Standard,[160-260],[3-4],False
13629,13524,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13630,13525,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13631,12480,303,HighSeason,[0-1],Standard,[160-260],[3-4],False
13632,13526,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13633,13527,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13634,13528,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13635,13529,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13636,13530,199,HighSeason,[2-3],Standard,[260-360],[5-inf],False
13637,13531,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13638,13532,79,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
13639,13533,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13640,13534,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13641,13535,303,HighSeason,[0-1],Standard,[160-260],[3-4],False
13642,13536,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13643,13537,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13644,13539,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13645,13540,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13646,13541,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13647,13542,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13648,13543,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13649,13544,355,HighSeason,[2-3],Nonref,[260-360],[2-2],True
13650,13545,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13651,13546,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13652,13010,303,HighSeason,[0-1],Standard,[160-260],[3-4],False
13653,13547,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13654,13548,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13655,13549,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13656,13551,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13657,13553,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
13658,13554,599,HighSeason,[4-7],Standard,[260-360],[5-inf],False
13659,13555,241,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13660,13556,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13661,13557,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13662,2773,90,HighSeason,[2-3],Nonref,[0-160],[2-2],True
13663,13558,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13664,13560,267,HighSeason,[4-7],Standard,[160-260],[2-2],False
13665,13561,336,HighSeason,[2-3],Standard,[260-360],[2-2],True
13666,13562,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13667,5998,218,HighSeason,[4-7],Standard,[160-260],[3-4],False
13668,13563,174,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13669,13564,134,HighSeason,[4-7],Standard,[260-360],[3-4],True
13670,13565,358,HighSeason,[2-3],Standard,[160-260],[1-1],False
13671,13566,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13672,13567,176,LowSeason,[4-7],Standard,[160-260],[2-2],True
13673,13568,358,HighSeason,[2-3],Standard,[160-260],[1-1],False
13674,13569,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13675,13570,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13676,13571,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13677,13572,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13678,13573,345,HighSeason,[0-1],Standard,[160-260],[5-inf],False
13679,13574,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
13680,706,724,HighSeason,[4-7],Standard,[160-260],,False
13681,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13682,13575,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13683,13576,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13684,13577,134,HighSeason,[4-7],Standard,[260-360],[3-4],True
13685,13578,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13686,13579,353,HighSeason,[0-1],Standard,[260-360],[5-inf],True
13687,13580,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13688,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13689,13581,331,HighSeason,[0-1],Standard,[160-260],[2-2],True
13690,13582,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13691,13583,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
13692,13141,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13693,13584,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13694,13585,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13695,13586,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13696,13587,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13697,13588,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13698,13589,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13699,13590,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13700,13591,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
13701,13592,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13702,13593,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13703,13594,317,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
13704,13595,218,HighSeason,[4-7],Standard,[160-260],[3-4],False
13705,13596,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
13706,13597,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13707,11249,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13708,13598,353,HighSeason,[0-1],Standard,[260-360],[5-inf],True
13709,13599,340,HighSeason,[2-3],Nonref,[360-500],[5-inf],True
13710,13600,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13711,13601,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13712,13603,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13713,13604,134,HighSeason,[4-7],Standard,[260-360],[3-4],True
13714,13605,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13715,13606,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13716,13607,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13717,13608,313,HighSeason,[0-1],Nonref,[160-260],[3-4],True
13718,13609,255,HighSeason,[0-1],Standard,[160-260],[3-4],True
13719,13611,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13720,13612,208,HighSeason,[2-3],Standard,[260-360],[3-4],True
13721,11695,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13722,13613,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13723,13614,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
13724,5871,176,LowSeason,[4-7],Standard,[160-260],[2-2],True
13725,13615,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13726,13616,303,HighSeason,[0-1],Standard,[160-260],[3-4],False
13727,13617,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13728,13618,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13729,13619,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13730,13620,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13731,9140,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13732,13621,94,HighSeason,[4-7],Standard,[260-360],[5-inf],True
13733,13622,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13734,13623,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13735,13624,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13736,13625,78,HighSeason,[4-7],Nonref,[0-160],[2-2],True
13737,13626,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13738,13627,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13739,13628,234,HighSeason,[0-1],Nonref,[160-260],[3-4],False
13740,13629,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13741,13631,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
13742,13632,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13743,13633,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13744,13634,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
13745,13635,249,HighSeason,[2-3],Standard,[160-260],[2-2],False
13746,13636,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
13747,13637,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13748,13638,198,HighSeason,[2-3],Standard,[160-260],[5-inf],True
13749,13639,267,HighSeason,[4-7],Standard,[160-260],[2-2],False
13750,13641,208,HighSeason,[2-3],Standard,[260-360],[3-4],True
13751,13642,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13752,13643,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13753,13644,68,HighSeason,[4-7],Standard,[160-260],[3-4],True
13754,13646,318,HighSeason,[2-3],Nonref,[260-360],[3-4],False
13755,13647,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
13756,13648,117,HighSeason,[2-3],Standard,[160-260],[2-2],True
13757,13649,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13758,13650,632,HighSeason,[0-1],Standard,[260-360],[3-4],True
13759,13651,323,HighSeason,[0-1],Standard,[160-260],[2-2],False
13760,13652,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
13761,13653,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
13762,13654,174,HighSeason,[2-3],Nonref,[260-360],[3-4],True
13763,13655,241,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13764,8313,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
13765,13656,241,HighSeason,[4-7],Standard,[160-260],[5-inf],True
13766,13657,338,HighSeason,[0-1],Standard,[260-360],[5-inf],False
13767,13658,201,HighSeason,[2-3],Nonref,[160-260],[2-2],True
13768,13659,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
